1.01051	4.08063
1.01271	6.74564
1.01489	8.64052
1.01825	9.39991
1.01924	11.1459
1.02044	12.5892
1.0247	12.1538
1.02583	13.2799
1.02682	14.3891
1.0313	13.699
1.03229	14.6074
1.03345	15.3824
1.03444	16.1858
1.03662	16.3921
1.03876	16.5939
1.04204	16.3187
1.04402	16.5597
1.04637	16.645
1.04736	17.2029
1.04852	17.6736
1.0505	17.8306
1.05277	17.877
1.05475	18.0145
1.05589	18.4133
1.0601	17.8384
1.06134	18.1745
1.06332	18.2841
1.06659	18.0304
1.06758	18.4011
1.06878	18.7024
1.06977	19.0519
1.07094	19.3422
1.07316	19.3426
1.07641	19.0794
1.0774	19.3897
1.07855	19.652
1.08266	19.1941
1.08507	19.1544
1.08705	19.2119
1.08941	19.1827
1.0904	19.4472
1.0925	19.469
1.09601	19.2044
1.09714	19.4228
1.09813	19.6641
1.09927	19.8705
1.10141	19.8727
1.10357	19.8739
1.10568	19.881
1.10787	19.8763
1.10997	19.8853
1.11213	19.885
1.11312	20.0903
1.11436	20.2469
1.11864	19.8787
1.11976	20.0511
1.12174	20.0776
1.12518	19.8679
1.12617	20.052
1.12888	19.9631
1.13167	19.866
1.13286	20.0097
1.13385	20.1822
1.13813	19.8673
1.13912	20.0343
1.14032	20.1694
1.1413	20.3318
1.14245	20.4689
1.14458	20.4646
1.14825	20.2462
1.14924	20.3994
1.1514	20.3919
1.15359	20.3804
1.15578	20.3696
1.15677	20.5146
1.16017	20.3466
1.16232	20.3406
1.16353	20.4534
1.16451	20.5911
1.16573	20.6989
1.16672	20.8333
1.17096	20.5667
1.17312	20.5582
1.17529	20.5482
1.17765	20.5168
1.17889	20.6142
1.18102	20.6085
1.1845	20.4518
1.18549	20.5739
1.18768	20.5626
1.19304	20.2134
1.19525	20.2045
1.19624	20.3212
1.19739	20.4205
1.19838	20.5348
1.20157	20.4219
1.20351	20.438
1.20479	20.5199
1.20578	20.6296
1.20707	20.708
1.20806	20.8157
1.21036	20.7916
1.21334	20.7019
1.21447	20.7935
1.21644	20.8016
1.21966	20.6919
1.22065	20.7935
1.22176	20.8833
1.22489	20.7827
1.22723	20.7579
1.22822	20.8559
1.22932	20.9422
1.23031	21.0385
1.23243	21.0317
1.23746	20.7664
1.23972	20.7493
1.24166	20.7602
1.24278	20.8412
1.24377	20.9326
1.24508	20.9958
1.24724	20.986
1.24974	20.9473
1.25172	20.9527
1.25498	20.8531
1.25692	20.8626
1.25813	20.9307
1.26125	20.8451
1.26369	20.8151
1.26467	20.8993
1.2668	20.8935
1.26895	20.8859
1.27006	20.9589
1.27322	20.8735
1.27441	20.9394
1.27635	20.9476
1.28093	20.7584
1.28287	20.7677
1.28512	20.7544
1.28611	20.8326
1.28828	20.8241
1.29037	20.8218
1.29253	20.8152
1.29351	20.8911
1.29585	20.871
1.29779	20.8791
1.29898	20.9396
1.30111	20.9335
1.30324	20.9278
1.30423	21.0007
1.30658	20.98
1.30852	20.9871
1.31074	20.9746
1.31173	21.0457
1.31382	21.0426
1.31592	21.0384
1.31702	21.1002
1.31896	21.1064
1.32123	21.0908
1.32222	21.1591
1.3243	21.1556
1.32641	21.1505
1.32854	21.1439
1.33067	21.1371
1.33178	21.1956
1.33372	21.2009
1.33598	21.1863
1.33791	21.1916
1.33909	21.2447
1.34008	21.309
1.3412	21.3649
1.34218	21.4284
1.34563	21.3387
1.34662	21.4015
1.47776	15.7965
1.48126	15.9488
1.48727	15.9281
1.49077	16.1641
1.49328	16.3426
1.49446	16.477
1.49691	17.4312
